total_utilization,avg_reward
0.22693333333333332,2.19
0.22013333333333332,2.19
0.23773333333333332,1.78
0.27466666666666667,2.12
0.23386666666666667,2.09
0.246,2.14
0.2372,2.27
0.23306666666666667,2.28
0.2276,2.09
0.2384,2.11
0.24746666666666667,2.25
0.2312,2.16
0.23133333333333334,1.87
0.2618666666666667,2.0
0.25146666666666667,2.28
0.25906666666666667,2.17
0.28373333333333334,2.11
0.24586666666666668,1.98
0.2597333333333333,1.92
0.22266666666666668,2.07
0.25506666666666666,2.24
0.2557333333333333,2.17
0.24426666666666666,2.04
0.2432,2.07
0.2196,2.22
0.2196,2.15
0.23426666666666668,2.19
0.23466666666666666,2.0
0.25666666666666665,2.06
0.2594666666666667,2.0
0.2748,2.34
0.23253333333333334,2.35
0.24906666666666666,2.17
0.2556,2.4
0.2484,2.27
0.2548,2.4
0.24773333333333333,2.36
0.2578666666666667,2.26
0.2584,2.32
0.21466666666666667,2.34
0.23533333333333334,2.31
0.24053333333333332,2.37
0.2452,2.26
0.2484,2.14
0.26426666666666665,2.29
0.23266666666666666,2.27
0.2144,2.35
0.2612,2.37
0.232,2.32
0.26066666666666666,2.17
0.2733333333333333,2.26
0.2492,2.29
0.24066666666666667,2.28
0.2368,2.41
0.23613333333333333,2.09
0.2348,2.29
0.24493333333333334,2.32
0.2368,2.5
0.22906666666666667,2.24
0.21106666666666668,2.36
0.25506666666666666,2.33
0.2332,2.46
0.26786666666666664,2.27
0.24226666666666666,2.28
0.21666666666666667,2.39
0.2813333333333333,2.32
0.25493333333333335,2.28
0.2572,2.33
0.24733333333333332,2.37
0.23826666666666665,2.46
0.24266666666666667,2.47
0.23893333333333333,2.35
0.22426666666666667,2.46
0.24333333333333335,2.43
0.2624,2.45
0.24546666666666667,2.31
0.2656,2.42
0.25146666666666667,2.37
0.22653333333333334,2.44
0.22466666666666665,2.43
0.2236,2.42
0.24746666666666667,2.44
0.2472,2.36
0.23866666666666667,2.27
0.2670666666666667,2.38
0.22986666666666666,2.51
0.23693333333333333,2.47
0.26813333333333333,2.37
0.26626666666666665,2.44
0.25293333333333334,2.39
0.2568,2.46
0.22906666666666667,2.31
0.24626666666666666,2.33
0.27973333333333333,2.32
0.2541333333333333,2.47
0.23866666666666667,2.44
0.2653333333333333,2.4
0.2412,2.34
0.23173333333333335,2.42
0.2408,2.41
0.2704,2.29
0.2656,2.4
0.246,2.42
0.24173333333333333,2.46
0.26266666666666666,2.29
0.2584,2.36
0.24146666666666666,2.36
0.24106666666666668,2.5
0.2752,2.33
0.236,2.42
0.2652,2.32
0.244,2.51
0.2308,2.49
0.24173333333333333,2.45
0.24973333333333333,2.43
0.238,2.43
0.22653333333333334,2.37
0.22133333333333333,2.59
0.23506666666666667,2.52
0.22106666666666666,2.4
0.2496,2.38
0.254,2.45
0.2284,2.47
0.24213333333333334,2.37
0.25893333333333335,2.41
0.2232,2.52
0.26266666666666666,2.4
0.2614666666666667,2.38
0.232,2.52
0.24066666666666667,2.44
0.2750666666666667,2.53
0.23466666666666666,2.39
0.23373333333333332,2.49
0.2597333333333333,2.42
0.232,2.45
0.2232,2.52
0.2496,2.5
0.222,2.47
0.2532,2.34
0.2428,2.33
0.2388,2.44
0.2501333333333333,2.45
0.23786666666666667,2.46
0.2208,2.42
0.23613333333333333,2.5
0.2502666666666667,2.45
0.27453333333333335,2.37
0.24453333333333332,2.44
0.2392,2.53
0.2830666666666667,2.32
0.25866666666666666,2.43
0.25506666666666666,2.54
0.2244,2.48
0.22066666666666668,2.49
0.2524,2.41
0.2468,2.44
0.2452,2.42
0.2558666666666667,2.52
0.25306666666666666,2.58
0.23133333333333334,2.52
0.2692,2.5
0.2272,2.45
0.2770666666666667,2.49
0.25493333333333335,2.54
0.25133333333333335,2.53
0.25106666666666666,2.35
0.2518666666666667,2.47
0.2504,2.48
0.22013333333333332,2.43
0.2232,2.56
0.2344,2.42
0.23933333333333334,2.55
0.23973333333333333,2.46
0.25253333333333333,2.41
0.25906666666666667,2.54
0.2536,2.48
0.27066666666666667,2.5
0.2576,2.48
0.238,2.57
0.2541333333333333,2.49
0.24733333333333332,2.44
0.2632,2.49
0.27413333333333334,2.48
0.21226666666666666,2.6
0.2472,2.49
0.22826666666666667,2.43
0.25306666666666666,2.45
0.2384,2.5
0.23906666666666668,2.44
0.24306666666666665,2.45
0.2464,2.52
0.24293333333333333,2.56
0.2548,2.48
0.24413333333333334,2.45
0.22373333333333334,2.54
0.2324,2.61
0.2364,2.46
0.262,2.5
0.24213333333333334,2.53
0.2636,2.47
0.22573333333333334,2.58
0.2637333333333333,2.38
0.2516,2.52
0.2654666666666667,2.5
0.23546666666666666,2.52
0.242,2.56
0.22893333333333332,2.48
0.22413333333333332,2.62
0.20733333333333334,2.53
0.23386666666666667,2.5
0.2716,2.5
0.2616,2.5
0.2508,2.51
0.23346666666666666,2.49
0.2424,2.45
0.23,2.5
0.2690666666666667,2.46
0.23866666666666667,2.45
0.23106666666666667,2.39
0.2408,2.53
0.2516,2.5
0.26413333333333333,2.57
0.2501333333333333,2.47
0.24186666666666667,2.46
0.25826666666666664,2.46
0.2653333333333333,2.59
0.2512,2.47
0.248,2.46
0.25106666666666666,2.56
0.2544,2.47
0.24,2.47
0.22106666666666666,2.58
0.21613333333333334,2.47
0.2596,2.46
0.23893333333333333,2.54
0.2710666666666667,2.43
0.24293333333333333,2.47
0.26053333333333334,2.56
0.22906666666666667,2.51
0.21533333333333332,2.6
0.24426666666666666,2.49
0.24146666666666666,2.48
0.23866666666666667,2.53
0.22373333333333334,2.56
0.25293333333333334,2.48
0.2336,2.55
0.2512,2.44
0.2472,2.57
0.2392,2.43
0.2528,2.57
0.26,2.48
0.22093333333333334,2.51
0.22746666666666668,2.5
0.24786666666666668,2.41
0.22893333333333332,2.55
0.262,2.48
0.24346666666666666,2.53
0.23,2.58
0.2384,2.48
0.2594666666666667,2.5
0.2558666666666667,2.58
0.23746666666666666,2.47
0.23933333333333334,2.47
0.23106666666666667,2.59
0.2684,2.5
0.23013333333333333,2.46
0.23386666666666667,2.43
0.2324,2.64
0.2252,2.43
0.2432,2.58
0.2577333333333333,2.53
0.22626666666666667,2.49
0.24706666666666666,2.52
0.2288,2.47
0.2502666666666667,2.5
0.2538666666666667,2.5
0.20506666666666667,2.61
0.2364,2.42
0.22666666666666666,2.54
0.2328,2.56
0.2633333333333333,2.42
0.2392,2.57
0.27413333333333334,2.54
0.22106666666666666,2.59
0.2264,2.46
0.23346666666666666,2.6
0.2512,2.52
0.2316,2.53
0.24533333333333332,2.53
0.23693333333333333,2.47
0.22586666666666666,2.48
0.2436,2.53
0.24253333333333332,2.51
0.24493333333333334,2.5
0.2672,2.57
0.24906666666666666,2.5
0.22946666666666668,2.55
0.23333333333333334,2.52
0.22386666666666666,2.56
0.2328,2.56
0.24933333333333332,2.52
0.24626666666666666,2.56
0.24533333333333332,2.61
0.2592,2.52
0.2588,2.46
0.24266666666666667,2.51
0.26,2.48
0.2456,2.55
0.25453333333333333,2.53
0.22706666666666667,2.62
0.2654666666666667,2.49
0.2850666666666667,2.44
0.2444,2.59
0.26693333333333336,2.5
0.23146666666666665,2.52
0.28186666666666665,2.42
0.2476,2.48
0.23853333333333335,2.53
0.23213333333333333,2.58
0.24426666666666666,2.58
0.25466666666666665,2.45
0.2650666666666667,2.48
0.22973333333333334,2.54
0.27453333333333335,2.51
0.2664,2.53
0.24026666666666666,2.43
0.22586666666666666,2.56
0.2534666666666667,2.56
0.2392,2.55
0.2694666666666667,2.48
0.24906666666666666,2.53
0.26826666666666665,2.5
0.2416,2.54
0.2578666666666667,2.56
0.2476,2.56
0.24213333333333334,2.53
0.2304,2.52
0.25,2.56
0.23373333333333332,2.61
0.22893333333333332,2.57
0.2597333333333333,2.52
0.24226666666666666,2.58
0.23866666666666667,2.54
0.2436,2.57
0.21,2.57
0.2501333333333333,2.5
0.2636,2.57
0.2452,2.5
0.2432,2.49
0.22413333333333332,2.4
0.25733333333333336,2.36
0.274,2.42
0.23773333333333332,2.36
0.27213333333333334,2.3
0.24106666666666668,2.34
0.2872,2.39
0.27266666666666667,2.36
0.2541333333333333,2.37
0.25106666666666666,2.4
0.26893333333333336,2.49
0.23186666666666667,2.39
0.2656,2.35
0.26253333333333334,2.31
0.26,2.23
0.256,2.38
0.24093333333333333,2.38
0.26626666666666665,2.27
0.25093333333333334,2.3
0.2628,2.4
0.2673333333333333,2.37
0.2502666666666667,2.42
0.26866666666666666,2.29
0.26426666666666665,2.42
0.25053333333333333,2.41
0.24586666666666668,2.34
0.258,2.43
0.27586666666666665,2.38
0.23946666666666666,2.43
0.2496,2.44
0.2692,2.41
0.25666666666666665,2.36
0.2348,2.39
0.246,2.45
0.24213333333333334,2.36
0.274,2.39
0.2650666666666667,2.32
0.252,2.3
0.24853333333333333,2.38
0.23586666666666667,2.34
0.23306666666666667,2.54
0.27186666666666665,2.52
0.2564,2.43
0.24893333333333334,2.6
0.23586666666666667,2.51
0.23266666666666666,2.47
0.2717333333333333,2.53
0.27066666666666667,2.45
0.24706666666666666,2.5
0.21613333333333334,2.58
0.2532,2.52
0.25066666666666665,2.51
0.2456,2.46
0.2694666666666667,2.43
0.23146666666666665,2.55
0.22986666666666666,2.54
0.2696,2.41
0.2724,2.43
0.2568,2.5
0.24133333333333334,2.56
0.24173333333333333,2.52
0.2673333333333333,2.54
0.23133333333333334,2.53
0.24466666666666667,2.47
0.22493333333333335,2.62
0.23266666666666666,2.58
0.22826666666666667,2.45
0.2577333333333333,2.52
0.22133333333333333,2.48
0.23613333333333333,2.5
0.25733333333333336,2.46
0.22146666666666667,2.51
0.23093333333333332,2.49
0.24706666666666666,2.48
0.24173333333333333,2.54
0.24653333333333333,2.52
0.2268,2.49
0.24133333333333334,2.47
0.26053333333333334,2.49
0.2488,2.45
0.26866666666666666,2.51
0.20906666666666668,2.61
0.23026666666666668,2.57
0.21653333333333333,2.58
0.236,2.62
0.25693333333333335,2.59
0.2636,2.5
0.21933333333333332,2.58
0.2552,2.52
0.23626666666666668,2.46
0.258,2.48
0.24266666666666667,2.52
0.2537333333333333,2.63
0.24093333333333333,2.49
0.2444,2.52
0.2828,2.49
0.2488,2.56
0.254,2.49
0.25706666666666667,2.63
0.2501333333333333,2.52
0.254,2.45
0.27573333333333333,2.43
0.2468,2.44
0.254,2.51
0.26453333333333334,2.43
0.266,2.43
0.22293333333333334,2.53
0.25866666666666666,2.5
0.24146666666666666,2.52
0.23346666666666666,2.61
0.24653333333333333,2.55
0.26426666666666665,2.55
0.2537333333333333,2.43
0.26,2.57
0.2538666666666667,2.61
0.24693333333333334,2.56
0.2492,2.55
0.24933333333333332,2.51
0.22893333333333332,2.61
0.26493333333333335,2.6
