total_utilization,avg_reward
0.266,1.68
0.27253333333333335,1.71
0.2790666666666667,1.7
0.27946666666666664,1.67
0.27013333333333334,1.63
0.26866666666666666,1.75
0.2712,1.75
0.2692,1.58
0.27613333333333334,1.84
0.2652,1.72
0.274,1.62
0.2693333333333333,1.71
0.2728,1.72
0.2788,1.67
0.26866666666666666,1.69
0.2752,1.84
0.2732,1.73
0.2724,1.69
0.26293333333333335,1.62
0.2764,1.77
0.2688,1.59
0.26986666666666664,1.66
0.26813333333333333,1.65
0.2754666666666667,1.79
0.2754666666666667,1.61
0.2714666666666667,1.66
0.26866666666666666,1.69
0.2750666666666667,1.73
0.2846666666666667,1.66
0.2694666666666667,1.6
0.2773333333333333,1.71
0.26893333333333336,1.69
0.26986666666666664,1.66
0.2670666666666667,1.71
0.27093333333333336,1.73
0.27413333333333334,1.76
0.26826666666666665,1.59
0.27453333333333335,1.69
0.27186666666666665,1.72
0.2753333333333333,1.69
0.27653333333333335,1.76
0.27973333333333333,1.65
0.268,1.68
0.2673333333333333,1.66
0.27253333333333335,1.7
0.2728,1.7
0.2770666666666667,1.79
0.2736,1.76
0.2712,1.66
0.2712,1.66
0.27626666666666666,1.66
0.27573333333333333,1.67
0.26226666666666665,1.63
0.2736,1.78
0.2729333333333333,1.6
0.2732,1.61
0.27026666666666666,1.64
0.2786666666666667,1.66
0.27973333333333333,1.68
0.2712,1.73
0.27466666666666667,1.75
0.26693333333333336,1.6
0.27266666666666667,1.7
0.2752,1.75
0.2776,1.73
0.27186666666666665,1.76
0.2753333333333333,1.66
0.27213333333333334,1.67
0.2772,1.73
0.2773333333333333,1.75
0.272,1.73
0.27453333333333335,1.76
0.266,1.72
0.27,1.72
0.27266666666666667,1.73
0.2733333333333333,1.73
0.276,1.72
0.27186666666666665,1.69
0.2733333333333333,1.72
0.27386666666666665,1.61
0.27573333333333333,1.76
0.2756,1.66
0.2674666666666667,1.67
0.2724,1.76
0.27666666666666667,1.7
0.27426666666666666,1.76
0.2770666666666667,1.76
0.2608,1.64
0.2692,1.58
0.2710666666666667,1.76
0.2764,1.73
0.2768,1.7
0.2772,1.67
0.2712,1.72
0.2734666666666667,1.76
0.2750666666666667,1.69
0.27986666666666665,1.72
0.268,1.7
0.2744,1.64
0.272,1.71
0.2713333333333333,1.79
0.27013333333333334,1.73
0.27186666666666665,1.67
0.2697333333333333,1.67
0.2704,1.76
0.2764,1.73
0.2673333333333333,1.64
0.27226666666666666,1.73
0.2768,1.73
0.2769333333333333,1.67
0.276,1.72
0.27453333333333335,1.79
0.2748,1.79
0.27746666666666664,1.64
0.2756,1.76
0.2729333333333333,1.67
0.2716,1.72
0.2792,1.64
0.27573333333333333,1.7
0.274,1.73
0.27253333333333335,1.75
0.27786666666666665,1.73
0.27026666666666666,1.72
0.27253333333333335,1.67
0.2826666666666667,1.64
0.2776,1.76
0.27666666666666667,1.82
0.2710666666666667,1.67
0.27386666666666665,1.7
0.276,1.64
0.27186666666666665,1.64
0.272,1.73
0.2657333333333333,1.76
0.27586666666666665,1.73
0.2776,1.79
0.27453333333333335,1.67
0.26866666666666666,1.73
0.2784,1.76
0.266,1.69
0.2694666666666667,1.75
0.2756,1.7
0.2748,1.7
0.2772,1.73
0.2713333333333333,1.79
0.2712,1.7
0.2764,1.76
0.2717333333333333,1.67
0.2733333333333333,1.64
0.2796,1.79
0.2733333333333333,1.73
0.27626666666666666,1.67
0.2752,1.7
0.274,1.79
0.27746666666666664,1.82
0.2712,1.66
0.2730666666666667,1.69
0.2684,1.79
0.27786666666666665,1.73
0.2708,1.58
0.2713333333333333,1.73
0.2710666666666667,1.76
0.268,1.67
0.2773333333333333,1.76
0.27653333333333335,1.7
0.27453333333333335,1.67
0.2749333333333333,1.76
0.2744,1.73
0.27826666666666666,1.73
0.2668,1.73
0.27853333333333335,1.76
0.2793333333333333,1.67
0.272,1.7
0.27653333333333335,1.76
0.2764,1.79
0.2750666666666667,1.67
0.2736,1.73
0.27386666666666665,1.73
0.2732,1.76
0.27093333333333336,1.76
0.2736,1.85
0.27093333333333336,1.73
0.27186666666666665,1.58
0.2676,1.61
0.26853333333333335,1.7
0.2736,1.73
0.2717333333333333,1.67
0.2693333333333333,1.73
0.2744,1.73
0.2704,1.73
0.2773333333333333,1.64
0.27373333333333333,1.73
0.2752,1.72
0.27573333333333333,1.7
0.27613333333333334,1.64
0.27426666666666666,1.67
0.27,1.76
0.27586666666666665,1.79
0.2772,1.7
0.27746666666666664,1.7
0.2752,1.73
0.2769333333333333,1.67
0.2752,1.79
0.27413333333333334,1.73
0.2734666666666667,1.76
0.26826666666666665,1.7
0.2750666666666667,1.67
0.27266666666666667,1.64
0.27213333333333334,1.79
0.2708,1.67
0.27186666666666665,1.76
0.2673333333333333,1.7
0.2729333333333333,1.7
0.2732,1.73
0.2768,1.82
0.27613333333333334,1.67
0.2664,1.67
0.26893333333333336,1.7
0.2788,1.7
0.2728,1.7
0.27626666666666666,1.64
0.27,1.76
0.2692,1.76
0.2697333333333333,1.64
0.282,1.7
0.2776,1.76
0.2733333333333333,1.67
0.2696,1.76
0.2736,1.73
0.27093333333333336,1.7
0.27466666666666667,1.76
0.2776,1.76
0.2733333333333333,1.7
0.26453333333333334,1.73
0.2809333333333333,1.73
0.2754666666666667,1.7
0.27586666666666665,1.79
0.27813333333333334,1.79
0.2754666666666667,1.73
0.2769333333333333,1.67
0.274,1.7
0.2764,1.76
0.2769333333333333,1.76
0.2744,1.79
0.276,1.7
0.27573333333333333,1.73
0.27666666666666667,1.76
0.2808,1.67
0.27813333333333334,1.73
0.27,1.73
0.27613333333333334,1.67
0.2786666666666667,1.73
0.27746666666666664,1.76
0.27773333333333333,1.76
0.27773333333333333,1.76
0.26626666666666665,1.7
0.2769333333333333,1.64
0.2789333333333333,1.76
0.272,1.76
0.26493333333333335,1.67
0.27213333333333334,1.73
0.27186666666666665,1.76
0.27573333333333333,1.7
0.2748,1.64
0.2674666666666667,1.73
0.2654666666666667,1.73
0.27653333333333335,1.7
0.27066666666666667,1.76
0.27586666666666665,1.73
0.2676,1.7
0.2697333333333333,1.58
0.272,1.79
0.27013333333333334,1.76
0.2748,1.76
0.2754666666666667,1.64
0.26893333333333336,1.55
0.2786666666666667,1.61
0.2748,1.66
0.2756,1.62
0.2733333333333333,1.76
0.2806666666666667,1.58
0.27746666666666664,1.61
0.2752,1.61
0.27426666666666666,1.61
0.2770666666666667,1.61
0.2772,1.62
0.2752,1.68
0.27066666666666667,1.64
0.26413333333333333,1.64
0.2784,1.68
0.27773333333333333,1.69
0.2789333333333333,1.56
0.2714666666666667,1.66
0.27413333333333334,1.56
0.276,1.74
0.27186666666666665,1.82
0.2750666666666667,1.85
0.2756,1.68
0.27,1.63
0.2756,1.61
0.27053333333333335,1.6
0.2733333333333333,1.65
0.27613333333333334,1.7
0.27813333333333334,1.61
0.26853333333333335,1.61
0.27426666666666666,1.67
0.2670666666666667,1.64
0.2768,1.64
0.27266666666666667,1.74
0.2749333333333333,1.64
0.2730666666666667,1.72
0.28053333333333336,1.76
0.27826666666666666,1.64
0.2773333333333333,1.6
0.27786666666666665,1.64
