total_utilization,avg_reward
0.25866666666666666,2.28
0.25266666666666665,2.54
0.2528,2.45
0.24973333333333333,2.49
0.22306666666666666,2.44
0.26426666666666665,2.55
0.2677333333333333,2.39
0.2521333333333333,2.23
0.2694666666666667,2.44
0.2558666666666667,2.4
0.264,2.41
0.268,2.43
0.2384,2.5
0.22853333333333334,2.25
0.23653333333333335,2.49
0.228,2.53
0.25533333333333336,2.41
0.24466666666666667,2.5
0.21826666666666666,2.51
0.23813333333333334,2.46
0.2597333333333333,2.32
0.23813333333333334,2.33
0.25866666666666666,2.45
0.25106666666666666,2.4
0.2432,2.32
0.23293333333333333,2.42
0.2436,2.46
0.2456,2.34
0.23906666666666668,2.45
0.2581333333333333,2.45
0.24333333333333335,2.45
0.2456,2.4
0.25053333333333333,2.39
0.2613333333333333,2.29
0.22413333333333332,2.38
0.23613333333333333,2.29
0.23586666666666667,2.52
0.246,2.45
0.2558666666666667,2.47
0.23026666666666668,2.37
0.22773333333333334,2.43
0.2468,2.54
0.23186666666666667,2.41
0.22946666666666668,2.44
0.22706666666666667,2.4
0.24933333333333332,2.26
0.23173333333333335,2.47
0.2284,2.4
0.22453333333333333,2.42
0.25226666666666664,2.29
0.2552,2.49
0.22373333333333334,2.56
0.2424,2.43
0.27,2.42
0.25853333333333334,2.43
0.21173333333333333,2.59
0.26306666666666667,2.48
0.28626666666666667,2.42
0.2328,2.36
0.2564,2.56
0.23693333333333333,2.35
0.2392,2.56
0.2538666666666667,2.45
0.24506666666666665,2.41
0.2733333333333333,2.47
0.272,2.36
0.234,2.53
0.2404,2.5
0.238,2.3
0.2548,2.34
0.23066666666666666,2.37
0.22666666666666666,2.57
0.27186666666666665,2.4
0.2336,2.52
0.2654666666666667,2.35
0.24213333333333334,2.38
0.2228,2.39
0.22146666666666667,2.45
0.25453333333333333,2.47
0.24586666666666668,2.5
0.2676,2.47
0.244,2.53
0.24613333333333334,2.48
0.26,2.49
0.22306666666666666,2.5
0.23693333333333333,2.55
0.2754666666666667,2.5
0.24746666666666667,2.45
0.23893333333333333,2.53
0.25306666666666666,2.51
0.23333333333333334,2.47
0.25146666666666667,2.54
0.22706666666666667,2.49
0.2756,2.42
0.244,2.52
0.24013333333333334,2.51
0.238,2.51
0.28786666666666666,2.43
0.2638666666666667,2.43
0.25,2.47
0.2548,2.52
0.24826666666666666,2.48
0.2288,2.53
0.26,2.47
0.2516,2.46
0.24413333333333334,2.5
0.2372,2.46
0.23586666666666667,2.53
0.2456,2.44
0.23226666666666668,2.5
0.2556,2.5
0.2564,2.49
0.2592,2.49
0.27053333333333335,2.55
0.266,2.41
0.23973333333333333,2.46
0.2572,2.42
0.23826666666666665,2.48
0.2717333333333333,2.51
0.2136,2.54
0.2348,2.53
0.2770666666666667,2.51
0.23986666666666667,2.6
0.2598666666666667,2.38
0.23973333333333333,2.44
0.24493333333333334,2.5
0.2670666666666667,2.45
0.23506666666666667,2.44
0.24773333333333333,2.5
0.2614666666666667,2.48
0.232,2.51
0.26,2.49
0.22226666666666667,2.51
0.24826666666666666,2.51
0.2556,2.47
0.2541333333333333,2.46
0.25093333333333334,2.46
0.23226666666666668,2.44
0.23053333333333334,2.53
0.25,2.51
0.2396,2.5
0.27053333333333335,2.49
0.2548,2.49
0.2517333333333333,2.43
0.24186666666666667,2.56
0.24826666666666666,2.53
0.23826666666666665,2.5
0.25733333333333336,2.56
0.24666666666666667,2.48
0.22906666666666667,2.5
0.2561333333333333,2.53
0.264,2.64
0.24346666666666666,2.51
0.24186666666666667,2.47
0.25106666666666666,2.53
0.26826666666666665,2.38
0.2312,2.56
0.25426666666666664,2.53
0.2424,2.53
0.24666666666666667,2.52
