total_utilization,avg_reward
0.17066666666666666,0.65
0.15013333333333334,-0.07
0.16426666666666667,0.46
0.1704,0.77
0.18013333333333334,0.26
0.14906666666666665,0.64
0.16186666666666666,0.66
0.17266666666666666,0.5
0.1852,0.62
0.19333333333333333,0.78
0.1624,0.44
0.1832,0.58
0.15986666666666666,0.56
0.18093333333333333,0.55
0.18946666666666667,0.8
0.1548,0.39
0.15973333333333334,0.48
0.1804,0.62
0.13506666666666667,0.23
0.168,0.21
0.19773333333333334,0.61
0.1372,0.37
0.19386666666666666,0.78
0.15253333333333333,0.42
0.16146666666666668,0.36
0.17746666666666666,0.55
0.178,0.61
0.19586666666666666,0.46
0.18133333333333335,0.24
0.19626666666666667,0.72
0.15213333333333334,0.58
0.15133333333333332,0.15
0.1808,0.45
0.17666666666666667,0.49
0.17213333333333333,0.5
0.1908,0.48
0.202,0.58
0.1528,0.53
0.184,0.58
0.18213333333333334,0.75
0.216,1.14
0.2534666666666667,1.41
0.24373333333333333,1.13
0.224,1.29
0.21813333333333335,1.14
0.21453333333333333,1.23
0.24186666666666667,1.42
0.21826666666666666,1.26
0.2368,1.13
0.21146666666666666,1.27
0.2176,1.37
0.19973333333333335,1.31
0.22186666666666666,1.6
0.2104,0.91
0.23013333333333333,1.56
0.2284,1.49
0.21746666666666667,1.06
0.21213333333333334,1.27
0.2348,1.21
0.1996,1.02
0.1868,0.95
0.21573333333333333,1.41
0.19693333333333332,1.15
0.19613333333333333,0.97
0.20453333333333334,1.3
0.2084,1.33
0.24013333333333334,1.5
0.2228,1.16
0.21066666666666667,1.29
0.20986666666666667,0.89
0.19946666666666665,1.14
0.20533333333333334,1.1
0.23426666666666668,1.53
0.25133333333333335,1.5
0.21693333333333334,1.48
0.19906666666666667,1.0
0.21586666666666668,1.26
0.22066666666666668,1.18
0.23746666666666666,1.27
0.19826666666666667,0.98
0.24146666666666666,1.72
0.22346666666666667,1.73
0.21533333333333332,1.72
0.2116,1.71
0.23986666666666667,1.72
0.24226666666666666,1.82
0.23826666666666665,1.57
0.24386666666666668,1.35
0.23573333333333332,1.83
0.2324,1.47
0.21986666666666665,1.55
0.23,1.89
0.2504,1.82
0.2396,1.73
0.198,1.53
0.22493333333333335,1.45
0.2324,1.73
0.22546666666666668,1.74
0.24613333333333334,1.64
0.2484,1.72
0.22506666666666666,1.75
0.22813333333333333,1.89
0.23906666666666668,1.34
0.214,1.65
0.22573333333333334,1.72
0.23693333333333333,1.91
0.2256,1.98
0.20413333333333333,1.71
0.24186666666666667,1.84
0.2452,1.44
0.22013333333333332,1.52
0.2272,1.58
0.2364,1.69
0.2144,2.05
0.21653333333333333,1.3
0.22053333333333333,1.75
0.2204,1.67
0.2496,1.61
0.2464,1.52
0.23133333333333334,1.87
0.252,2.02
0.22373333333333334,2.15
0.22973333333333334,1.98
0.248,2.09
0.23146666666666665,2.24
0.2614666666666667,1.88
0.23733333333333334,2.0
0.21693333333333334,2.15
0.2813333333333333,2.18
0.2052,2.21
0.25066666666666665,2.18
0.25106666666666666,2.18
0.2524,2.06
0.25853333333333334,2.24
0.23613333333333333,2.19
0.23053333333333334,2.42
0.2536,2.29
0.2196,1.91
0.2332,2.12
0.2292,2.04
0.21653333333333333,1.75
0.22826666666666667,2.07
0.27186666666666665,2.36
0.22253333333333333,2.2
0.2432,1.95
0.23746666666666666,2.1
0.2296,1.88
0.2476,2.16
0.23506666666666667,2.04
0.24,2.13
0.25093333333333334,2.29
0.214,2.15
0.2316,1.94
0.23946666666666666,2.27
0.25693333333333335,2.03
0.2388,2.13
0.26226666666666665,2.1
0.2388,1.96
0.226,2.14
0.2564,2.17
0.23026666666666668,2.25
0.23933333333333334,2.31
0.23706666666666668,2.43
0.2577333333333333,2.16
0.22,2.4
0.22373333333333334,2.44
0.25653333333333334,2.14
0.2368,2.43
0.24946666666666667,2.29
0.21773333333333333,2.28
0.2436,2.21
0.23746666666666666,2.18
0.2696,2.17
0.24466666666666667,2.44
0.24826666666666666,2.37
0.262,2.4
0.22866666666666666,2.39
0.25706666666666667,2.25
0.24613333333333334,2.3
0.22373333333333334,2.31
0.24573333333333333,2.26
0.232,2.31
0.24533333333333332,2.27
0.23293333333333333,2.35
0.24133333333333334,2.33
0.23826666666666665,2.27
0.2452,2.35
0.23586666666666667,2.32
0.24573333333333333,2.19
0.25266666666666665,2.32
0.23506666666666667,2.4
0.2356,2.27
0.24173333333333333,2.16
0.23466666666666666,2.3
0.2704,2.21
0.258,2.22
0.24013333333333334,2.33
0.25493333333333335,2.12
0.2384,2.3
0.25893333333333335,2.28
0.24413333333333334,2.45
0.24786666666666668,2.36
0.2538666666666667,2.33
0.23346666666666666,2.3
0.20773333333333333,2.4
0.23293333333333333,2.29
0.24466666666666667,2.39
0.22946666666666668,2.33
0.25093333333333334,2.27
0.27226666666666666,2.36
0.24946666666666667,2.35
0.2104,2.39
0.26093333333333335,2.34
0.22946666666666668,2.21
0.22946666666666668,2.35
0.25093333333333334,2.3
0.258,2.43
0.256,2.25
0.22293333333333334,2.39
0.26026666666666665,2.17
0.24133333333333334,2.33
0.2468,2.3
0.24866666666666667,2.34
0.25733333333333336,2.3
0.2672,2.31
0.24586666666666668,2.33
0.24786666666666668,2.33
0.24693333333333334,2.45
0.2256,2.25
0.2424,2.32
0.23466666666666666,2.44
0.25333333333333335,2.31
0.24986666666666665,2.22
0.252,2.43
0.254,2.44
0.24373333333333333,2.36
0.27813333333333334,2.29
0.24653333333333333,2.47
0.24333333333333335,2.21
0.22453333333333333,2.36
